STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
8,77,1502,7214,39.194099,-108.740007
8,77,1600,3631,39.126233,-108.57355
8,77,1702,4455,39.106644,-108.370708
8,77,1703,4271,39.094086,-108.466848
8,77,1705,5500,39.086836,-108.447196
8,77,1706,6008,39.071045,-108.452033
8,77,1707,5600,39.071948,-108.468156
8,77,1800,3424,39.232891,-108.071221
8,77,1900,5089,38.989909,-108.527346
8,79,973600,712,37.798623,-106.935586
8,81,300,3138,40.524467,-107.572779
8,81,400,4523,40.519335,-107.561953
8,81,500,4526,40.518924,-107.539962
8,81,600,1608,40.475341,-108.150628
8,83,941100,1588,37.209925,-108.723471
8,83,969000,3380,37.461064,-108.49621
8,83,969100,3156,37.351938,-108.31295
8,83,969200,2894,37.475722,-108.694143
8,83,969300,5754,37.362969,-108.575744
8,83,969400,3911,37.34231,-108.584047
8,83,969600,4852,37.342603,-108.578355
8,85,966100,2749,38.246832,-108.546484
8,85,966201,2906,38.603369,-108.036493
8,85,966202,4426,38.600991,-107.944983
8,85,966300,6205,38.485726,-107.871332
8,85,966400,6110,38.469362,-107.858841
8,85,966501,2876,38.428688,-107.807837
8,85,966502,3932,38.467876,-107.837153
8,85,966503,3309,38.508288,-107.861817
8,85,966601,4392,38.470127,-107.895307
8,85,966602,4371,38.453921,-107.931542
8,87,100,2600,40.339305,-103.832119
8,87,200,2595,40.208994,-104.055708
8,87,300,1697,40.26931,-103.843074
8,87,400,4420,40.25774,-103.79728
8,87,500,2425,40.250887,-103.803463
8,87,600,6634,40.238965,-103.802258
8,87,700,5979,40.258279,-103.633313
8,87,800,1809,40.249117,-103.603364
8,89,968000,1617,38.125778,-104.021387
8,89,968100,2718,38.055136,-103.72037
8,89,968200,2708,38.040873,-103.725479
8,89,968300,3819,37.982104,-103.57419
8,89,968400,1119,38.064847,-103.835455
8,89,968500,1832,38.048355,-103.527984
8,89,968600,5018,37.979478,-103.540554
8,91,967600,4436,38.139834,-107.746232
8,93,100,5587,39.481352,-105.480226
8,93,200,3647,39.420947,-105.44388
8,93,300,2694,39.250361,-106.039309
8,93,400,2099,39.206914,-105.842377
8,93,500,2179,38.87077,-105.562172
8,95,967600,3011,40.583174,-102.286405
8,95,967700,1431,40.633904,-102.599923
8,97,100,7681,39.269118,-107.000361
8,97,401,4471,39.194638,-106.819705
8,97,402,2563,39.184785,-106.833134
8,97,500,2433,39.237037,-106.856169
8,99,100,1462,38.160144,-102.658703
8,99,200,2470,38.090701,-102.623787
8,99,300,4975,38.077908,-102.618519
8,99,600,1424,38.05372,-102.140966
8,99,700,2220,38.058184,-102.488572
8,101,100,2692,38.302456,-104.633341
8,101,200,1857,38.290105,-104.638416
8,101,300,1332,38.284473,-104.628981
8,101,400,2602,38.293171,-104.624228
8,101,500,2204,38.290312,-104.612933
8,101,600,2153,38.279735,-104.618721
8,101,800,3031,38.277094,-104.594058
8,101,902,5802,38.291935,-104.579978
8,101,903,777,38.310298,-104.580348
8,101,904,4350,38.297201,-104.593212
8,101,905,2202,38.304034,-104.596395
8,101,1000,4758,38.279888,-104.577648
8,101,1100,2834,38.273009,-104.577868
8,101,1200,2126,38.267307,-104.587816
8,101,1400,1375,38.262843,-104.622313
8,101,1500,2025,38.261963,-104.631188
8,101,1600,1710,38.265569,-104.643353
8,101,1700,4196,38.248048,-104.652721
8,101,1800,2176,38.255722,-104.638269
8,101,1900,1445,38.254679,-104.623134
8,101,2000,2940,38.248327,-104.612304
8,101,2100,1526,38.242143,-104.61862
8,101,2200,1650,38.231066,-104.61615
8,101,2300,3476,38.227424,-104.626659
8,101,2400,1928,38.237773,-104.63097
8,101,2500,2782,38.245907,-104.628662
8,101,2600,3880,38.236049,-104.642142
8,101,2700,5434,38.230379,-104.652855
8,101,2801,5268,38.22148,-104.658998
8,101,2802,3586,38.254819,-104.66922
8,101,2804,4661,37.952138,-104.849787
8,101,2806,3519,38.159138,-104.806885
8,101,2807,4430,38.238547,-104.671588
8,101,2808,2989,38.217048,-104.672863
8,101,2901,2914,38.284555,-104.649625
8,101,2903,5901,38.319203,-104.63174
8,101,2906,3905,38.330766,-104.809843
8,101,2911,2611,38.307437,-104.793059
8,101,2912,1689,38.325655,-104.725016
8,101,2913,3318,38.328029,-104.759109
8,101,2914,3210,38.315272,-104.727304
8,101,2915,2525,38.309502,-104.758025
8,101,2916,3004,38.305589,-104.73396
8,101,2917,2935,38.299847,-104.743256
8,101,2918,6646,38.369757,-104.691825
8,101,3001,1244,38.269242,-104.500336
8,101,3004,2721,38.317227,-104.590968
8,101,3103,1885,38.247228,-104.570109
8,101,3104,2210,38.241179,-104.550276
8,101,3105,3204,38.2421,-104.513284
8,101,3106,1283,38.222468,-104.548543
8,101,3200,3572,38.206394,-104.389311
8,101,3500,2374,38.27149,-104.61008
8,101,3600,2196,38.293437,-104.470154
8,101,980100,0,38.466714,-104.848445
8,103,951100,3858,40.028151,-107.902859
8,103,951200,2808,40.08247,-108.798991
8,105,976700,5323,37.577532,-106.143621
8,105,976800,1930,37.677816,-106.353285
8,105,977000,4729,37.635739,-106.299333
8,107,100,2151,40.62977,-107.006757
8,107,200,1925,40.490616,-107.260687
8,107,300,2335,40.31643,-106.967677
8,107,400,3443,40.507441,-106.884769
8,107,500,3970,40.477467,-106.834412
8,107,600,3139,40.478768,-106.81606
8,107,700,4595,40.449654,-106.80473
8,107,800,1951,40.206603,-106.859971
8,109,977600,3143,38.056103,-105.927142
8,109,977700,2965,37.766049,-106.116994
8,111,972600,699,37.804646,-107.673989
8,113,968101,2239,37.938251,-107.814071
8,113,968102,1620,37.933707,-107.860912
8,113,968103,2006,37.955057,-107.923564
8,113,968200,1494,38.097694,-108.336045
8,115,968300,2379,40.960246,-102.32767
8,117,100,7406,39.647918,-106.088626
8,117,200,7285,39.615338,-106.014497
8,117,300,3676,39.570062,-106.103489
8,117,401,4254,39.477285,-106.051842
8,117,402,5373,39.490807,-106.030746
8,119,10103,7468,39.003421,-105.055018
8,119,10104,1915,38.982826,-105.054781
8,119,10105,6045,38.988159,-105.184316
8,119,10106,4643,38.904025,-105.217157
8,119,10201,2674,38.769007,-105.209672
8,119,10202,605,38.709258,-105.134583
8,121,924100,2149,39.979521,-103.06593
8,121,924200,2665,40.183651,-103.230321
8,123,100,2468,40.420832,-104.692781
8,123,200,3207,40.410246,-104.691095
8,123,300,1869,40.402778,-104.70156
8,123,401,3166,40.408743,-104.706306
8,123,402,3362,40.419284,-104.7042
8,123,501,3128,40.432166,-104.708445
8,123,502,3313,40.426704,-104.703121
8,123,600,1634,40.445856,-104.703906
8,123,701,1602,40.419751,-104.683486
8,123,703,6796,40.401127,-104.670544
8,123,704,661,40.388959,-104.673001
8,123,705,1541,40.404621,-104.639332
8,123,800,3401,40.401622,-104.690707
8,123,900,2806,40.395307,-104.70633
8,123,1003,4718,40.387811,-104.706573
8,123,1004,4433,40.380082,-104.69135
8,123,1005,6459,40.375935,-104.725508
8,123,1006,4431,40.37896,-104.706177
8,123,1100,4503,40.398954,-104.725133
8,123,1201,3802,40.418556,-104.725284
8,123,1202,2785,40.410349,-104.726482
8,123,1300,6458,40.431243,-104.725872
8,123,1404,2613,40.367095,-104.755645
8,123,1405,3781,40.382154,-104.75246
8,123,1406,5306,40.388246,-104.765033
8,123,1407,1933,40.402493,-104.792247
8,123,1408,2046,40.397791,-104.766183
8,123,1409,3267,40.400773,-104.744558
8,123,1410,3005,40.413918,-104.746023
8,123,1411,2433,40.415738,-104.766957
8,123,1412,2309,40.412682,-104.793428
8,123,1413,2791,40.426161,-104.744372
8,123,1414,2152,40.425458,-104.763943
8,123,1415,3736,40.433458,-104.763488
8,123,1416,1999,40.434232,-104.786611
8,123,1417,2294,40.434422,-104.747393
8,123,1500,6547,40.520094,-104.708263
8,123,1600,4346,40.400069,-104.554385
8,123,1700,4653,40.321448,-104.729419
8,123,1800,4222,40.21143,-104.806077
8,123,1902,7743,40.035565,-104.713222
8,123,1905,4322,40.087364,-104.801314
8,123,1906,1502,40.115991,-104.784805
8,123,1907,2775,40.052354,-104.804328
8,123,1908,3000,40.066229,-104.825353
8,123,2004,3729,40.083352,-104.933694
8,123,2005,561,40.045305,-104.963183
8,123,2006,339,40.032278,-104.908452
8,123,2007,5110,40.03759,-105.044826
8,123,2008,4621,40.008382,-105.021472
8,123,2009,1332,40.058561,-105.016663
8,123,2010,1964,40.143599,-104.999974
8,123,2011,334,40.094379,-104.997222
8,123,2012,892,40.121027,-104.967098
8,123,2013,2760,40.118209,-104.951567
8,123,2014,1455,40.097892,-104.933294
8,123,2015,1148,40.092952,-104.919677
8,123,2016,3023,40.110306,-104.933367
8,123,2017,600,40.128207,-104.990109
8,123,2018,893,40.135102,-104.947919
8,123,2019,3413,40.152745,-104.955137
8,123,2020,4990,40.154161,-104.933048
8,123,2021,622,40.14546,-104.918883
8,123,2101,7319,40.342832,-104.853652
8,123,2102,9989,40.332497,-104.928565
8,123,2103,8009,40.227056,-105.00239
8,123,2203,893,40.490176,-104.892872
8,123,2204,2013,40.46102,-104.896711
8,123,2205,4605,40.471553,-104.899162
8,123,2206,3582,40.474054,-104.916564
8,123,2207,1918,40.486598,-104.91971
8,123,2208,4588,40.525038,-104.863882
8,123,2209,904,40.448429,-104.8767
8,123,2210,783,40.445945,-104.922468
8,123,2300,4619,40.596149,-104.756383
8,123,2501,4843,40.666734,-104.515492
8,123,2502,5656,40.098359,-104.529171
8,125,963100,4602,40.045333,-102.242137
8,125,963200,5441,40.08989,-102.694121
